Date,Revenue,Category,Weekday,Month,IsWeekend,Year,TrendLine_7D
2011-01-16,7242.06,Actual,Sunday,January,True,2011,22102.134285714284
2011-01-17,16597.35,Actual,Monday,January,False,2011,22280.78
2011-01-18,87589.11,Actual,Tuesday,January,False,2011,26183.684285714284
2011-01-19,21646.78,Actual,Wednesday,January,False,2011,26825.518571428573
2011-01-20,15244.73,Actual,Thursday,January,False,2011,26836.007142857143
2011-01-21,24279.76,Actual,Friday,January,False,2011,24657.11285714286
2011-01-22,0.0,Actual,Saturday,January,True,2011,24657.11285714286
2011-01-23,10400.25,Actual,Sunday,January,True,2011,25108.282857142858
2011-01-24,17632.37,Actual,Monday,January,False,2011,25256.14285714286
2011-01-25,24119.3,Actual,Tuesday,January,False,2011,16189.027142857143
2011-01-26,17490.82,Actual,Wednesday,January,False,2011,15595.31857142857
2011-01-27,22157.03,Actual,Thursday,January,False,2011,16582.79
2011-01-28,17273.5,Actual,Friday,January,False,2011,15581.895714285713
2011-01-29,0.0,Actual,Saturday,January,True,2011,15581.895714285713
2011-01-30,6615.75,Actual,Sunday,January,True,2011,15041.252857142856
2011-01-31,18818.08,Actual,Monday,January,False,2011,15210.64
2011-02-01,26376.5,Actual,Tuesday,February,False,2011,15533.097142857141
2011-02-02,17145.23,Actual,Wednesday,February,False,2011,15483.727142857142
2011-02-03,22184.0,Actual,Thursday,February,False,2011,15487.58
2011-02-04,18114.31,Actual,Friday,February,False,2011,15607.695714285714
2011-02-05,0.0,Actual,Saturday,February,True,2011,15607.695714285714
2011-02-06,3457.11,Actual,Sunday,February,True,2011,15156.461428571429
2011-02-07,23415.01,Actual,Monday,February,False,2011,15813.165714285715
2011-02-08,14168.03,Actual,Tuesday,February,False,2011,14069.098571428573
2011-02-09,11920.78,Actual,Wednesday,February,False,2011,13322.748571428572
2011-02-10,14198.51,Actual,Thursday,February,False,2011,12181.964285714286
2011-02-11,18599.46,Actual,Friday,February,False,2011,12251.27142857143
2011-02-12,0.0,Actual,Saturday,February,True,2011,12251.271428571428
2011-02-13,5713.63,Actual,Sunday,February,True,2011,12573.63142857143
2011-02-14,23003.99,Actual,Monday,February,False,2011,12514.914285714285
2011-02-15,37784.65,Actual,Tuesday,February,False,2011,15888.717142857144
2011-02-16,23499.22,Actual,Wednesday,February,False,2011,17542.780000000002
2011-02-17,17674.79,Actual,Thursday,February,False,2011,18039.39142857143
2011-02-18,14463.06,Actual,Friday,February,False,2011,17448.477142857144
2011-02-19,0.0,Actual,Saturday,February,True,2011,17448.477142857144
2011-02-20,9624.69,Actual,Sunday,February,True,2011,18007.2
2011-02-21,32801.73,Actual,Monday,February,False,2011,19406.877142857145
2011-02-22,29160.48,Actual,Tuesday,February,False,2011,18174.852857142858
2011-02-23,19348.07,Actual,Wednesday,February,False,2011,17581.83142857143
2011-02-24,21472.89,Actual,Thursday,February,False,2011,18124.417142857143
2011-02-25,18377.69,Actual,Friday,February,False,2011,18683.649999999998
2011-02-26,0.0,Actual,Saturday,February,True,2011,18683.649999999998
2011-02-27,9526.5,Actual,Sunday,February,True,2011,18669.622857142855
2011-02-28,15107.02,Actual,Monday,February,False,2011,16141.807142857142
2011-03-01,23631.87,Actual,Tuesday,March,False,2011,15352.005714285715
2011-03-02,18686.99,Actual,Wednesday,March,False,2011,15257.565714285713
2011-03-03,32855.05,Actual,Thursday,March,False,2011,16883.588571428572
2011-03-04,17322.47,Actual,Friday,March,False,2011,16732.842857142856
2011-03-05,0.0,Actual,Saturday,March,True,2011,16732.842857142856
2011-03-06,9997.42,Actual,Sunday,March,True,2011,16800.117142857143
2011-03-07,20285.68,Actual,Monday,March,False,2011,17539.925714285717
2011-03-08,22230.61,Actual,Tuesday,March,False,2011,17339.745714285713
2011-03-09,20345.87,Actual,Wednesday,March,False,2011,17576.72857142857
2011-03-10,24431.72,Actual,Thursday,March,False,2011,16373.395714285714
2011-03-11,20896.0,Actual,Friday,March,False,2011,16883.9
2011-03-12,0.0,Actual,Saturday,March,True,2011,16883.9
2011-03-13,4148.12,Actual,Sunday,March,True,2011,16048.285714285714
2011-03-14,26009.25,Actual,Monday,March,False,2011,16865.93857142857
2011-03-15,14936.43,Actual,Tuesday,March,False,2011,15823.912857142856
2011-03-16,21820.66,Actual,Wednesday,March,False,2011,16034.597142857141
2011-03-17,32028.94,Actual,Thursday,March,False,2011,17119.914285714283
2011-03-18,23398.74,Actual,Friday,March,False,2011,17477.448571428573
2011-03-19,0.0,Actual,Saturday,March,True,2011,17477.448571428573
2011-03-20,20084.8,Actual,Sunday,March,True,2011,19754.117142857143
2011-03-21,16051.05,Actual,Monday,March,False,2011,18331.51714285714
2011-03-22,19064.29,Actual,Tuesday,March,False,2011,18921.21142857143
2011-03-23,21578.8,Actual,Wednesday,March,False,2011,18886.66
2011-03-24,36697.14,Actual,Thursday,March,False,2011,19553.545714285716
2011-03-25,27302.75,Actual,Friday,March,False,2011,20111.261428571426
2011-03-26,0.0,Actual,Saturday,March,True,2011,20111.261428571426
2011-03-27,9224.4,Actual,Sunday,March,True,2011,18559.775714285715
2011-03-28,20005.16,Actual,Monday,March,False,2011,19124.648571428574
2011-03-29,37190.52,Actual,Tuesday,March,False,2011,21714.109999999997
2011-03-30,29587.42,Actual,Wednesday,March,False,2011,22858.198571428573
2011-03-31,25688.61,Actual,Thursday,March,False,2011,21285.551428571427
2011-04-01,24586.82,Actual,Friday,April,False,2011,20897.56142857143
2011-04-02,0.0,Actual,Saturday,April,True,2011,20897.56142857143
2011-04-03,6918.5,Actual,Sunday,April,True,2011,20568.147142857142
2011-04-04,29017.77,Actual,Monday,April,False,2011,21855.662857142856
2011-04-05,28759.37,Actual,Tuesday,April,False,2011,20651.212857142855
2011-04-06,12722.32,Actual,Wednesday,April,False,2011,18241.912857142856
2011-04-07,16827.77,Actual,Thursday,April,False,2011,16976.07857142857
2011-04-08,22720.71,Actual,Friday,April,False,2011,16709.49142857143
2011-04-09,0.0,Actual,Saturday,April,True,2011,16709.49142857143
2011-04-10,9913.98,Actual,Sunday,April,True,2011,17137.417142857146
2011-04-11,20184.14,Actual,Monday,April,False,2011,15875.470000000001
2011-04-12,24023.96,Actual,Tuesday,April,False,2011,15198.982857142857
2011-04-13,24484.42,Actual,Wednesday,April,False,2011,16879.282857142858
2011-04-14,35702.7,Actual,Thursday,April,False,2011,19575.701428571425
2011-04-15,18021.481,Actual,Friday,April,False,2011,18904.382999999998
2011-04-16,0.0,Actual,Saturday,April,True,2011,18904.382999999998
2011-04-17,12725.5,Actual,Sunday,April,True,2011,19306.028714285716
2011-04-18,43713.56,Actual,Monday,April,False,2011,22667.374428571427
2011-04-19,18853.04,Actual,Tuesday,April,False,2011,21928.671571428567
2011-04-20,25718.95,Actual,Wednesday,April,False,2011,22105.033
2011-04-21,27804.47,Actual,Thursday,April,False,2011,20976.714428571428
2011-04-22,0.0,Actual,Friday,April,False,2011,18402.217142857142
2011-04-23,0.0,Actual,Saturday,April,True,2011,18402.217142857142
2011-04-24,0.0,Actual,Sunday,April,True,2011,16584.288571428573
2011-04-25,0.0,Actual,Monday,April,False,2011,10339.494285714287
2011-04-26,21584.41,Actual,Tuesday,April,False,2011,10729.69
2011-04-27,23593.2,Actual,Wednesday,April,False,2011,10426.011428571428
2011-04-28,21323.29,Actual,Thursday,April,False,2011,9500.128571428573
2011-04-29,0.0,Actual,Friday,April,False,2011,9500.128571428573
2011-04-30,0.0,Actual,Saturday,April,True,2011,9500.128571428573
2011-05-01,6973.66,Actual,Sunday,May,True,2011,10496.365714285714
2011-05-02,0.0,Actual,Monday,May,False,2011,10496.365714285714
2011-05-03,28910.41,Actual,Tuesday,May,False,2011,11542.937142857143
2011-05-04,27532.0,Actual,Wednesday,May,False,2011,12105.622857142856
2011-05-05,25232.67,Actual,Thursday,May,False,2011,12664.105714285713
2011-05-06,30786.7,Actual,Friday,May,False,2011,17062.205714285716
2011-05-07,0.0,Actual,Saturday,May,True,2011,17062.205714285716
2011-05-08,18867.4,Actual,Sunday,May,True,2011,18761.31142857143
2011-05-09,21624.41,Actual,Monday,May,False,2011,21850.512857142858
2011-05-10,29870.7,Actual,Tuesday,May,False,2011,21987.697142857145
2011-05-11,31887.7,Actual,Wednesday,May,False,2011,22609.940000000002
2011-05-12,59901.56,Actual,Thursday,May,False,2011,27562.638571428568
2011-05-13,25885.83,Actual,Friday,May,False,2011,26862.514285714286
2011-05-14,0.0,Actual,Saturday,May,True,2011,26862.514285714286
2011-05-15,9680.05,Actual,Sunday,May,True,2011,25550.035714285714
2011-05-16,35706.7,Actual,Monday,May,False,2011,27561.79142857143
2011-05-17,46406.09,Actual,Tuesday,May,False,2011,29923.989999999998
2011-05-18,32882.87,Actual,Wednesday,May,False,2011,30066.15714285714
2011-05-19,31553.51,Actual,Thursday,May,False,2011,26016.43571428571
2011-05-20,25489.66,Actual,Friday,May,False,2011,25959.84
2011-05-21,0.0,Actual,Saturday,May,True,2011,25959.84
2011-05-22,24231.09,Actual,Sunday,May,True,2011,28038.56
2011-05-23,31307.49,Actual,Monday,May,False,2011,27410.101428571426
2011-05-24,32462.48,Actual,Tuesday,May,False,2011,25418.157142857144
2011-05-25,21884.93,Actual,Wednesday,May,False,2011,23847.022857142856
2011-05-26,32764.38,Actual,Thursday,May,False,2011,24020.004285714287
2011-05-27,21163.32,Actual,Friday,May,False,2011,23401.955714285716
2011-05-28,0.0,Actual,Saturday,May,True,2011,23401.955714285716
2011-05-29,7394.3,Actual,Sunday,May,True,2011,20996.7
2011-05-30,0.0,Actual,Monday,May,False,2011,16524.20142857143
2011-05-31,18194.65,Actual,Tuesday,May,False,2011,14485.94
2011-06-01,15390.89,Actual,Wednesday,June,False,2011,13558.220000000001
2011-06-02,28104.56,Actual,Thursday,June,False,2011,12892.531428571428
2011-06-03,15042.26,Actual,Friday,June,False,2011,12018.094285714284
2011-06-04,0.0,Actual,Saturday,June,True,2011,12018.094285714285
2011-06-05,25639.54,Actual,Sunday,June,True,2011,14624.557142857144
2011-06-06,16290.98,Actual,Monday,June,False,2011,16951.84
2011-06-07,33908.26,Actual,Tuesday,June,False,2011,19196.641428571427
2011-06-08,30192.13,Actual,Wednesday,June,False,2011,21311.104285714286
2011-06-09,42910.38,Actual,Thursday,June,False,2011,23426.221428571425
2011-06-10,58245.12,Actual,Friday,June,False,2011,29598.058571428573
2011-06-11,0.0,Actual,Saturday,June,True,2011,29598.058571428573
2011-06-12,12472.21,Actual,Sunday,June,True,2011,27717.011428571426
2011-06-13,19719.11,Actual,Monday,June,False,2011,28206.74428571429
2011-06-14,33334.47,Actual,Tuesday,June,False,2011,28124.774285714284
2011-06-15,45077.54,Actual,Wednesday,June,False,2011,30251.261428571426
2011-06-16,32307.77,Actual,Thursday,June,False,2011,28736.60285714286
2011-06-17,19059.23,Actual,Friday,June,False,2011,23138.61857142857
2011-06-18,0.0,Actual,Saturday,June,True,2011,23138.61857142857
2011-06-19,22442.18,Actual,Sunday,June,True,2011,24562.899999999998
2011-06-20,26136.73,Actual,Monday,June,False,2011,25479.70285714286
2011-06-21,19850.66,Actual,Tuesday,June,False,2011,23553.44428571429
2011-06-22,21170.42,Actual,Wednesday,June,False,2011,20138.141428571427
2011-06-23,22556.81,Actual,Thursday,June,False,2011,18745.147142857142
2011-06-24,16021.71,Actual,Friday,June,False,2011,18311.215714285714
2011-06-25,0.0,Actual,Saturday,June,True,2011,18311.215714285714
2011-06-26,7082.49,Actual,Sunday,June,True,2011,16116.974285714285
2011-06-27,13412.2,Actual,Monday,June,False,2011,14299.184285714287
2011-06-28,30532.37,Actual,Tuesday,June,False,2011,15825.142857142857
2011-06-29,12570.63,Actual,Wednesday,June,False,2011,14596.60142857143
2011-06-30,41743.04,Actual,Thursday,June,False,2011,17337.49142857143
2011-07-01,12189.29,Actual,Friday,July,False,2011,16790.002857142856
2011-07-02,0.0,Actual,Saturday,July,True,2011,16790.002857142856
2011-07-03,6032.39,Actual,Sunday,July,True,2011,16639.988571428574
2011-07-04,30985.17,Actual,Monday,July,False,2011,19150.412857142856
2011-07-05,25992.26,Actual,Tuesday,July,False,2011,18501.825714285715
2011-07-06,22960.48,Actual,Wednesday,July,False,2011,19986.09
2011-07-07,27893.66,Actual,Thursday,July,False,2011,18007.60714285714
2011-07-08,17558.3,Actual,Friday,July,False,2011,18774.60857142857
2011-07-09,0.0,Actual,Saturday,July,True,2011,18774.60857142857
2011-07-10,5993.87,Actual,Sunday,July,True,2011,18769.105714285713
2011-07-11,20080.03,Actual,Monday,July,False,2011,17211.22857142857
2011-07-12,17948.19,Actual,Tuesday,July,False,2011,16062.075714285715
2011-07-13,19432.85,Actual,Wednesday,July,False,2011,15558.128571428571
2011-07-14,32020.91,Actual,Thursday,July,False,2011,16147.735714285713
2011-07-15,11857.3,Actual,Friday,July,False,2011,15333.307142857142
2011-07-16,0.0,Actual,Saturday,July,True,2011,15333.307142857142
2011-07-17,16958.6,Actual,Sunday,July,True,2011,16899.69714285714
2011-07-18,22018.36,Actual,Monday,July,False,2011,17176.601428571426
2011-07-19,46599.08,Actual,Tuesday,July,False,2011,21269.58571428571
2011-07-20,27076.97,Actual,Wednesday,July,False,2011,22361.602857142858
2011-07-21,30394.71,Actual,Thursday,July,False,2011,22129.28857142857
2011-07-22,14633.77,Actual,Friday,July,False,2011,22525.927142857145
2011-07-23,0.0,Actual,Saturday,July,True,2011,22525.927142857145
2011-07-24,26796.92,Actual,Sunday,July,True,2011,23931.40142857143
2011-07-25,19687.31,Actual,Monday,July,False,2011,23598.394285714287
2011-07-26,17293.001,Actual,Tuesday,July,False,2011,19411.811571428574
2011-07-27,22855.32,Actual,Wednesday,July,False,2011,18808.71871428571
2011-07-28,54198.37,Actual,Thursday,July,False,2011,22209.24157142857
2011-07-29,17240.61,Actual,Friday,July,False,2011,22581.647285714283
2011-07-30,0.0,Actual,Saturday,July,True,2011,22581.647285714283
2011-07-31,33393.29,Actual,Sunday,July,True,2011,23523.98585714286
2011-08-01,19808.4,Actual,Monday,August,False,2011,23541.28442857143
2011-08-02,20277.05,Actual,Tuesday,August,False,2011,23967.57714285714
2011-08-03,26617.77,Actual,Wednesday,August,False,2011,24505.070000000003
2011-08-04,62079.61,Actual,Thursday,August,False,2011,25630.96142857143
2011-08-05,19825.4,Actual,Friday,August,False,2011,26000.217142857142
2011-08-06,0.0,Actual,Saturday,August,True,2011,26000.217142857146
2011-08-07,7576.96,Actual,Sunday,August,True,2011,22312.170000000002
2011-08-08,19758.62,Actual,Monday,August,False,2011,22305.058571428566
2011-08-09,25957.12,Actual,Tuesday,August,False,2011,23116.49714285714
2011-08-10,19861.56,Actual,Wednesday,August,False,2011,22151.324285714287
2011-08-11,54386.17,Actual,Thursday,August,False,2011,21052.261428571426
2011-08-12,17970.170000000002,Actual,Friday,August,False,2011,20787.22857142857
2011-08-13,0.0,Actual,Saturday,August,True,2011,20787.22857142857
2011-08-14,5718.57,Actual,Sunday,August,True,2011,20521.744285714285
2011-08-15,17243.97,Actual,Monday,August,False,2011,20162.50857142857
2011-08-16,16077.84,Actual,Tuesday,August,False,2011,18751.182857142856
2011-08-17,48769.64,Actual,Wednesday,August,False,2011,22880.90857142857
2011-08-18,54082.81,Actual,Thursday,August,False,2011,22837.571428571428
2011-08-19,17339.59,Actual,Friday,August,False,2011,22747.48857142857
2011-08-20,0.0,Actual,Saturday,August,True,2011,22747.48857142857
2011-08-21,14566.84,Actual,Sunday,August,True,2011,24011.527142857143
2011-08-22,29623.18,Actual,Monday,August,False,2011,25779.985714285718
2011-08-23,22399.11,Actual,Tuesday,August,False,2011,26683.024285714284
2011-08-24,38617.01,Actual,Wednesday,August,False,2011,25232.648571428574
2011-08-25,22495.29,Actual,Thursday,August,False,2011,20720.145714285718
2011-08-26,24111.64,Actual,Friday,August,False,2011,21687.58142857143
2011-08-27,0.0,Actual,Saturday,August,True,2011,21687.58142857143
2011-08-28,10805.03,Actual,Sunday,August,True,2011,21150.18
2011-08-29,0.0,Actual,Monday,August,False,2011,16918.297142857144
2011-08-30,8833.710000000001,Actual,Tuesday,August,False,2011,14980.382857142858
2011-08-31,20540.84,Actual,Wednesday,August,False,2011,12398.072857142859
2011-09-01,37370.15,Actual,Thursday,September,False,2011,14523.052857142857
2011-09-02,30297.05,Actual,Friday,September,False,2011,15406.682857142858
2011-09-03,0.0,Actual,Saturday,September,True,2011,15406.682857142858
2011-09-04,17005.03,Actual,Sunday,September,True,2011,16292.397142857142
2011-09-05,35698.7,Actual,Monday,September,False,2011,21392.211428571427
2011-09-06,25495.82,Actual,Tuesday,September,False,2011,23772.512857142858
2011-09-07,21967.42,Actual,Wednesday,September,False,2011,23976.31
2011-09-08,23188.3,Actual,Thursday,September,False,2011,21950.331428571426
2011-09-09,25142.15,Actual,Friday,September,False,2011,21213.91714285714
2011-09-10,0.0,Actual,Saturday,September,True,2011,21213.91714285714
2011-09-11,35511.67,Actual,Sunday,September,True,2011,23857.722857142857
2011-09-12,27989.4,Actual,Monday,September,False,2011,22756.394285714283
2011-09-13,48162.25,Actual,Tuesday,September,False,2011,25994.455714285716
2011-09-14,22027.95,Actual,Wednesday,September,False,2011,26003.102857142858
2011-09-15,71993.67,Actual,Thursday,September,False,2011,32975.298571428575
2011-09-16,23248.98,Actual,Friday,September,False,2011,32704.845714285715
2011-09-17,0.0,Actual,Saturday,September,True,2011,32704.845714285715
2011-09-18,15745.73,Actual,Sunday,September,True,2011,29881.140000000003
2011-09-19,46607.22,Actual,Monday,September,False,2011,32540.828571428574
2011-09-20,103435.81,Actual,Tuesday,September,False,2011,40437.05142857142
2011-09-21,38503.06,Actual,Wednesday,September,False,2011,42790.638571428564
2011-09-22,57869.36,Actual,Thursday,September,False,2011,40772.880000000005
2011-09-23,31781.1,Actual,Friday,September,False,2011,41991.75428571428
2011-09-24,0.0,Actual,Saturday,September,True,2011,41991.75428571428
2011-09-25,31372.661,Actual,Sunday,September,True,2011,44224.173
2011-09-26,29329.841,Actual,Monday,September,False,2011,41755.97600000001
2011-09-27,29274.36,Actual,Tuesday,September,False,2011,31161.48314285714
2011-09-28,39057.89,Actual,Wednesday,September,False,2011,31240.74457142857
2011-09-29,44729.37,Actual,Thursday,September,False,2011,29363.603142857144
2011-09-30,40033.44,Actual,Friday,September,False,2011,30542.508857142857
2011-10-01,0.0,Actual,Saturday,October,True,2011,30542.508857142857
2011-10-02,11582.95,Actual,Sunday,October,True,2011,27715.40728571429
2011-10-03,62275.95,Actual,Monday,October,False,2011,32421.99428571429
2011-10-04,38690.2,Actual,Tuesday,October,False,2011,33767.11428571429
2011-10-05,74108.43,Actual,Wednesday,October,False,2011,38774.33428571428
2011-10-06,60387.8,Actual,Thursday,October,False,2011,41011.25285714286
2011-10-07,49187.67,Actual,Friday,October,False,2011,42319.0
2011-10-08,0.0,Actual,Saturday,October,True,2011,42319.0
2011-10-09,12466.81,Actual,Sunday,October,True,2011,42445.26571428571
2011-10-10,43080.32,Actual,Monday,October,False,2011,39703.032857142854
2011-10-11,46436.77,Actual,Tuesday,October,False,2011,40809.68571428571
2011-10-12,27731.37,Actual,Wednesday,October,False,2011,34184.39142857143
2011-10-13,33039.18,Actual,Thursday,October,False,2011,30277.445714285714
2011-10-14,32124.68,Actual,Friday,October,False,2011,27839.875714285714
2011-10-15,0.0,Actual,Saturday,October,True,2011,27839.875714285714
2011-10-16,22010.96,Actual,Sunday,October,True,2011,29203.325714285715
2011-10-17,47005.24,Actual,Monday,October,False,2011,29764.028571428567
2011-10-18,37302.4,Actual,Tuesday,October,False,2011,28459.118571428575
2011-10-19,37333.52,Actual,Wednesday,October,False,2011,29830.854285714286
2011-10-20,61064.06,Actual,Thursday,October,False,2011,33834.40857142857
2011-10-21,60417.26,Actual,Friday,October,False,2011,37876.205714285716
2011-10-22,0.0,Actual,Saturday,October,True,2011,37876.205714285716
2011-10-23,12339.16,Actual,Sunday,October,True,2011,36494.52
2011-10-24,39315.28,Actual,Monday,October,False,2011,35395.95428571429
2011-10-25,36235.95,Actual,Tuesday,October,False,2011,35243.60428571428
2011-10-26,34435.32,Actual,Wednesday,October,False,2011,34829.57571428571
2011-10-27,55837.14,Actual,Thursday,October,False,2011,34082.87285714286
2011-10-28,37290.57,Actual,Friday,October,False,2011,30779.059999999998
2011-10-29,0.0,Actual,Saturday,October,True,2011,30779.059999999998
2011-10-30,34571.23,Actual,Sunday,October,True,2011,33955.07
2011-10-31,33048.57,Actual,Monday,October,False,2011,33059.82571428572
2011-11-01,29132.81,Actual,Tuesday,November,False,2011,32045.09142857143
2011-11-02,38734.7,Actual,Wednesday,November,False,2011,32659.28857142857
2011-11-03,60672.11,Actual,Thursday,November,False,2011,33349.99857142857
2011-11-04,56099.24,Actual,Friday,November,False,2011,36036.95142857143
2011-11-05,0.0,Actual,Saturday,November,True,2011,36036.95142857143
2011-11-06,42941.34,Actual,Sunday,November,True,2011,37232.68142857143
2011-11-07,28779.24,Actual,Monday,November,False,2011,36622.77714285714
2011-11-08,38295.12,Actual,Tuesday,November,False,2011,37931.67857142857
2011-11-09,61489.18,Actual,Wednesday,November,False,2011,41182.31857142857
2011-11-10,70513.29,Actual,Thursday,November,False,2011,42588.20142857143
2011-11-11,37081.37,Actual,Friday,November,False,2011,39871.362857142856
2011-11-12,0.0,Actual,Saturday,November,True,2011,39871.362857142856
2011-11-13,28607.78,Actual,Sunday,November,True,2011,37823.71142857143
2011-11-14,58777.71,Actual,Monday,November,False,2011,42109.20714285714
2011-11-15,47729.0,Actual,Tuesday,November,False,2011,43456.904285714285
2011-11-16,48439.76,Actual,Wednesday,November,False,2011,41592.701428571425
2011-11-17,55885.3,Actual,Thursday,November,False,2011,39502.98857142857
2011-11-18,36751.25,Actual,Friday,November,False,2011,39455.82857142857
2011-11-19,0.0,Actual,Saturday,November,True,2011,39455.82857142857
2011-11-20,30190.92,Actual,Sunday,November,True,2011,39681.991428571426
2011-11-21,45333.13,Actual,Monday,November,False,2011,37761.33714285714
2011-11-22,49664.89,Actual,Tuesday,November,False,2011,38037.892857142855
2011-11-23,71979.93,Actual,Wednesday,November,False,2011,41400.77428571428
2011-11-24,38579.11,Actual,Thursday,November,False,2011,38928.46142857143
2011-11-25,26674.66,Actual,Friday,November,False,2011,37488.94857142856
2011-11-26,0.0,Actual,Saturday,November,True,2011,37488.94857142856
2011-11-27,17300.96,Actual,Sunday,November,True,2011,35647.525714285715
2011-11-28,51831.67,Actual,Monday,November,False,2011,36575.888571428564
2011-11-29,48851.68,Actual,Tuesday,November,False,2011,36459.71571428571
2011-11-30,41481.23,Actual,Wednesday,November,False,2011,32102.75857142857
2011-12-01,44533.99,Actual,Thursday,December,False,2011,32953.455714285716
2011-12-02,44713.69,Actual,Friday,December,False,2011,35530.46
2011-12-03,0.0,Actual,Saturday,December,True,2011,35530.46
2011-12-04,20375.96,Actual,Sunday,December,True,2011,35969.74571428572
2011-12-05,58202.21,Actual,Monday,December,False,2011,36879.822857142855
2011-12-06,46144.04,Actual,Tuesday,December,False,2011,36493.01714285714
2011-12-07,69354.21,Actual,Wednesday,December,False,2011,40474.87142857143
2011-12-08,50519.41,Actual,Thursday,December,False,2011,41329.93142857143
2011-12-09,184349.28,Actual,Friday,December,False,2011,61277.87285714286
2011-12-10,0.0,Forecast,Saturday,December,True,2011,61277.87285714286
2011-12-11,25403.466796875,Forecast,Sunday,December,True,2011,61996.08811383929
2011-12-12,34435.68359375,Forecast,Monday,December,False,2011,58600.87005580357
2011-12-13,34000.33203125,Forecast,Tuesday,December,False,2011,56866.05463169643
2011-12-14,32576.482421875,Forecast,Wednesday,December,False,2011,51612.09354910714
2011-12-15,34620.3828125,Forecast,Thursday,December,False,2011,49340.803950892856
2011-12-16,34786.19921875,Forecast,Friday,December,False,2011,27974.649553571428
2011-12-17,0.0,Forecast,Saturday,December,True,2011,27974.649553571428
2011-12-18,21769.390625,Forecast,Sunday,December,True,2011,27455.49581473214
2011-12-19,37128.19921875,Forecast,Monday,December,False,2011,27840.14090401786
2011-12-20,36667.93359375,Forecast,Tuesday,December,False,2011,28221.22684151786
2011-12-21,40296.1015625,Forecast,Wednesday,December,False,2011,29324.02957589286
2011-12-22,47808.765625,Forecast,Thursday,December,False,2011,31208.08426339286
2011-12-23,45364.02734375,Forecast,Friday,December,False,2011,32719.202566964286
2011-12-24,505.8676452636719,Forecast,Saturday,December,True,2011,32791.469373430526
2011-12-25,25817.9921875,Forecast,Sunday,December,True,2011,33369.841025216236
2011-12-26,28800.07421875,Forecast,Monday,December,False,2011,32180.108882359094
